English,Vietnamese,POS,English Sentence,Vietnamese Sentence,English example,Vietnamese example,English source URL,Vietnamese source URL
supergroup,liên nhóm,n,"  The various cytokines can be organized into functional supergroup families, such as interleukins or interferons, based on their structural similarities and biological roles. ","  Các cytokine khác nhau có thể được tổ chức thành các họ liên nhóm chức năng, chẳng hạn như interleukin hoặc interferon, dựa trên sự tương đồng về cấu trúc và vai trò sinh học của chúng.","Healthcare Merger Attorneys | Supergroup Formation Lawyers ↓ Skip to Main Content Healthcare Life Sciences & Pharmacy Supergroups & Integrated Group Practices Home › What we do › Healthcare › Supergroups & Integrated Group Practices Supergroups & Integrated Group Practices In order for small, private medical practices to survive and thrive in the current healthcare environment, with the increased emphasis on cost, quality and compliance, most physicians will likely need to become part of larger networks of physicians able to engage in alternative payment relationships with commercial insurers or self-insured employer plans as a group.",UNOBSERVED,https://www.frierlevitt.com/what-we-do/healthcare-law/medical-practice-mergers-supergroups/,
desquamative inflammatory vaginitis,viêm âm hộ bong vảy,n,  Desquamative inflammatory vaginitis is an uncommon condition causing vaginal discharge and irritation.  ,  Viêm âm đạo bong vảy là một tình trạng không phổ biến gây tiết dịch và kích ứng âm đạo.,"Desquamative Inflammatory Vaginitis : Symptoms & Treatment Home / Health Library / Diseases & Conditions / Desquamative Inflammatory Vaginitis Advertisement Advertisement Desquamative Inflammatory Vaginitis Desquamative inflammatory vaginitis is a type of vaginitis that causes inflammation, irritation and lots of vaginal discharge.",UNOBSERVED,https://my.clevelandclinic.org/health/diseases/24319-desquamative-inflammatory-vaginitis,
ejection,bài tiết,n, The kidney's primary function is the ejection of waste products from the blood to form urine. , Chức năng chính của thận là bài tiết các sản phẩm thải từ máu để tạo thành nước tiểu.,"The lower the ejection fraction, the higher the risk of life-threatening complications, like cardiac arrest.","Các Bệnh Về Hệ Bài Tiết: Nguyên Nhân, Triệu Chứng Và Cách Phòng Ngừa Chủ đề các bệnh về hệ bài tiết : Các bệnh về hệ bài tiết là một trong những vấn đề sức khỏe quan trọng cần được quan tâm.",https://my.clevelandclinic.org/health/articles/16950-ejection-fraction,https://rdsic.edu.vn/blog/blog-3/cac-benh-ve-he-bai-tiet-vi-cb.html
euthanasia,chết êm ái,n," In some jurisdictions, physician-assisted euthanasia is legally permitted under strict guidelines, allowing terminally ill patients to request medical assistance in achieving a peaceful death. "," Ở một số khu vực pháp lý, chết êm ái có sự hỗ trợ của bác sĩ được pháp luật cho phép theo các hướng dẫn nghiêm ngặt, cho phép bệnh nhân giai đoạn cuối yêu cầu hỗ trợ y tế để đạt được một cái chết thanh thản.","Euthanasia: Understanding the Facts Medically reviewed by Megan Soliman, MD — Written by Kimberly Holland — Updated on October 7, 2024 Euthanasia is the practice of ending someone’s life to relieve their suffering.","An tử – Wikipedia tiếng Việt Bước tới nội dung Bách khoa toàn thư mở Wikipedia An tử , cái chết êm ái hay cái chết êm dịu + θάνατος ) đề cập đến việc thực hành chấm dứt một cuộc sống với mục đích làm giảm thời gian chịu đau đớn và đau khổ về mặt thể lý hoặc bởi các rối loạn tâm lý không thể chữa trị cho người bệnh.",https://www.healthline.com/health/what-is-euthanasia,https://vi.wikipedia.org/wiki/An_t%E1%BB%AD
junctura,khớp,n," A junctura, or articulation, allows for movement between bones. "," Một khớp, hay một sự nối, cho phép sự chuyển động giữa các xương.",Enhancing Junctura Healing: Modern Therapeutic Approaches Recent advances in medical science have introduced several techniques aimed at improving recovery rates for injured juncturae: Platelet-Rich Plasma Therapy PRP utilizes concentrated growth factors from a patient’s own blood to stimulate tissue regeneration especially effective in tendinous and cartilaginous injuries.,"Viêm khớp: Nguyên nhân, triệu chứng, chẩn đoán và điều trị | Vinmec Trang chủ Bệnh Viêm khớp: Nguyên nhân, triệu chứng, chẩn đoán và điều trị Viêm khớp: Nguyên nhân, triệu chứng, chẩn đoán và điều trị Tổng quan Nguyên nhân Triệu chứng Đối tượng nguy cơ Phòng ngừa Biện pháp chẩn đoán Biện pháp điều trị Tổng quan bệnh Viêm khớp Viêm khớp là gì ?",https://realitypathing.com/types-of-junctura-and-their-healing-properties/,https://www.vinmec.com/vie/benh/viem-khop-3227
axioincisal,trục răng cửa,,  The axioincisal line angle is the junction of the axial wall and the incisal edge in a prepared anterior tooth.  ,  Góc đường trục răng cửa là điểm giao nhau của thành trục và rìa cắn trong một răng cửa đã được chuẩn bị.,"axioincisal - Wiktionary, the free dictionary From Wiktionary, the free dictionary English [ edit ] Etymology [ edit ] From axio- +‎ incisal .",Răng Hàm Nhỏ Skip to content VỊ TRÍ CỦA RĂNG CỬA HÀM TRÊN – Xác định vị trí và độ nghiêng của trục răng cửa hàm trên so với NA.,https://en.wiktionary.org/wiki/axioincisal,https://ranghamnho.com/vi-tri-rang-cua-va-tuong-quan/
irrespirable,ngột ngạt,a,  The smoke-filled room was irrespirable and suffocating.  ,  Căn phòng đầy khói ngột ngạt và làm nghẹt thở.,"IRRESPIRABLE Definition & Meaning | Merriam-Webster Medical ✨📕 The NEW Collegiate Dictionary, 12th Edition Over 5,000 words added — Learn More!","ngột ngạt Tiếng Anh là gì DOL khai giảng các lớp Toán, Văn, Anh ĐGNL & Lý Tốt nghiệp THPT với phương pháp Linearthinking.",https://www.merriam-webster.com/medical/irrespirable,https://tudien.dolenglish.vn/ngot-ngat-tieng-anh-la-gi
perisigmoiditis,viêm quanh quai xích ma,n," Diverticulitis complicated by localized inflammation around the sigmoid colon is referred to as perisigmoiditis, which can sometimes lead to abscess formation or perforation if not treated promptly. "," Viêm túi thừa phức tạp do viêm cục bộ quanh đại tràng sigma được gọi là viêm quanh quai xích ma, đôi khi có thể dẫn đến hình thành áp xe hoặc thủng nếu không được điều trị kịp thời.","Perisigmoiditis :: Medicinka Perisigmoiditis Perisigmoiditis: causes, symptoms and treatment Perisigmoiditis is an inflammatory disease that affects the perisigmoid space in the region of the sigmoid colon.",UNOBSERVED,https://medicinka.com/a/i/perisigmoiditis-49514,
brain hemorrhage,xuất huyết não,,  A brain hemorrhage is bleeding in or around the brain.  ,  Xuất huyết não là tình trạng chảy máu trong hoặc xung quanh não.,"Brain Hemorrhage : Causes, Symptoms, Treatments Brain & Nervous System / Reference / Written by Suzanne Wright , Stephanie Booth Medically Reviewed by Shruthi N, MD on June 24, 2024 8 min read What Is a Brain Hemorrhage?","Nguyên nhân, triệu chứng và cách điều trị hiệu quả Tin tức Trang chủ Tin tức y khoa Xuất huyết não là gì?",https://www.webmd.com/brain/brain-hemorrhage-bleeding-causes-symptoms-treatments,https://medlatec.vn/tin-tuc/xuat-huyet-nao-la-gi-nguyen-nhan-trieu-chung-va-cach-dieu-tri-hieu-qua
angioscope,soi mạch,n,An angioscope is a type of endoscope designed for visualizing the interior of blood vessels.,Soi mạch là một loại ống nội soi được thiết kế để hình dung bên trong các mạch máu.,The instrument used to perform angioscopy is called an angioscope.,Máy soi mạch máu – Thiết bị y tế Đông Đô Skip to content Máy soi mạch máu Filter Showing all 4 results Máy soi mạch máu là một trong những kỹ thuật giúp các y bác sĩ kiểm tra dòng chảy của máu trong cơ thể.,https://en.wikipedia.org/wiki/Angioscopy,https://ytedongdo.com/danh-muc-san-pham/may-soi-mach-mau/
manipulation,vận hành,n, Proper manipulation of the surgical instruments is crucial for the success of the operation. , Việc vận hành đúng các dụng cụ phẫu thuật là rất quan trọng cho sự thành công của ca mổ.,"OMM, also called Osteopathic Manipulative Treatment , is a form of manipulation that: Is the generic term used to refer to many different manipulation techniques Can be used to treat structural and functional issues in the bones, joints, tissues and muscles of the body Uses the relationship between the neuromusculoskeletal system and the rest of the body to restore functionality and/or remove barriers to motion and healing Achieves and maintains patient health as part of a whole system of evaluation and treatment This brief video introduces the osteopathic tenets of mind, body and spirit, explains DOs can practice in all areas of medicine and discusses the unique practice of osteopathic manipulative treatment .",Vận hành phòng khám: Hệ thống quy trình vận hành phòng khám gồm những gì?,https://www.aacom.org/become-a-doctor/about-osteopathic-medicine/omm-explained,https://digimedical.vn/van-hanh-phong-kham-can-lam-nhu-the-nao-cac-buoc-trien-khai/
brachycephalism,ngắn đầu,n, Brachycephalism is the condition of having a skull that is relatively broad and short. ,  Ngắn đầu là tình trạng sọ tương đối rộng và ngắn.,Brachycephaly is also known as brachycephalia and brachycephalism.,"Truyện ngắn đầu tay, “Người Thầy Lặng Lẽ” xuất hiện trên nguyệt san Tuổi Hoa ở Sài Gòn năm 1967.",https://medfriendly.com/brachycephaly.html,https://vietmessenger.com/books/?author=le%20hang
prophylactic,dự phòng,"n,a",  A prophylactic dose of antibiotics was given before surgery to prevent infection.  ,  Một liều kháng sinh dự phòng đã được cho trước khi phẫu thuật để ngăn ngừa nhiễm trùng.,"High-risk individuals include those with: 17 A of infective endocarditis, a serious heart infection A cardiac transplant with valve problems A heart valve replacement Specific types of heart defects present at birth Some patients receiving chemotherapy who have a central venous catheter Your surgeon or dentist will let you know if you should have prophylactic antibiotics before your procedure.","Dự phòng cấp II bao gồm việc ""chẩn đoán bệnh sớm và điều trị kịp thời"" và ngăn chặn sự lây truyền bệnh tật, và dự phòng biến chứng và tàn tật do bệnh tật.",https://www.verywellhealth.com/what-is-the-meaning-of-prophylactic-3157145,https://vi.wikipedia.org/wiki/Y_h%E1%BB%8Dc_d%E1%BB%B1_ph%C3%B2ng
Sotos syndrome,hội chứng Sotos,n," Sotos syndrome, also known as cerebral gigantism, is a rare genetic disorder characterized by excessive physical growth during the first few years of life, distinctive facial features, and developmental delay of varying degrees. "," Hội chứng Sotos, còn được gọi là bệnh khổng lồ não, là một rối loạn di truyền hiếm gặp đặc trưng bởi sự tăng trưởng thể chất quá mức trong vài năm đầu đời, các đặc điểm khuôn mặt đặc biệt và sự chậm phát triển ở các mức độ khác nhau.",Sotos Syndrome: Treatment of Manifestations View in own window ASM = anti-seizure medication; GER = gastroesophageal reflux; OT = occupational therapy; PT = physical therapy; VUR = vesicoureteral reflux 1.,"Các phương pháp điều trị hội chứng Sotos chủ yếu vẫn là điều trị triệu chứng, đồng thời hạn chế những biến chứng có thể gây ảnh hưởng đến sự phát triển của trẻ về sau.",https://www.ncbi.nlm.nih.gov/sites/books/NBK1479/,https://genesolutions.vn/tin-tuc/hoi-chung-sotos/
carbon dioxide snow,tuyết CO,n, Carbon dioxide snow is used in cryotherapy. , Tuyết CO2 được sử dụng trong liệu pháp lạnh.,"[ 5 ] [ 6 ] Carbon dioxide snow cleaning has been used to remove particles and organic residues from metals, polymers , ceramics , glasses , and other materials, and from surfaces including hard drives and optical surfaces .",Cô Tuyết | Facebook Facebook Cô Tuyết 627 followers • 50 following Posts About Reels Photos More Posts About Reels Photos Cô Tuyết Intro Profile · Digital creator Lives in Vung Tau From Long Xuyên Photos See all photos Cô Tuyết September 29 · ﻿ Cho Đi Còn Mãi · Huệ Ngọc Nhã · Shared with Public 0:00 / 0:00 All reactions: 18 Like Comment,https://en.wikipedia.org/wiki/Carbon_dioxide_cleaning,https://www.facebook.com/tuyet.co.547/
anosigmoidoscopy,soi hậu môn trực kết tràng xích ma,,  Anosigmoidoscopy is a procedure used to look inside the sigmoid colon and rectum.  ,  Soi hậu môn trực kết tràng xích ma là một thủ thuật được sử dụng để nhìn vào bên trong đại tràng xích ma và trực tràng.,Discover more Professional translation services Grammar and style guides Automated translation software Editing services Cross-cultural communication training Educational software Language translation service Language study materials Writing software Online dictionary subscription How to pronounce anosigmoidoscopy?,UNOBSERVED,https://www.definitions.net/definition/anosigmoidoscopy,
